table,target,n,n_own,n_par,n_chi,r2_own,r2_parent,r2_child,corpus,db,r2_own_c,r2_parent_c,r2_child_c,parent_lift,child_lift
SearchInfo,SearchDate,4000,2,16,16,-0.0561040581840672,-0.1211386681379038,0.0571224699869095,grdm,synthetic/rel-avito_ref35/sample101,-0.0561040581840672,-0.1211386681379038,0.0571224699869095,-0.06503460995383661,0.1132265281709767
SearchInfo,IPID,4000,2,16,16,-0.0817423253956532,-0.0860865450421588,-0.0786188699333754,grdm,synthetic/rel-avito_ref35/sample101,-0.0817423253956532,-0.0860865450421588,-0.0786188699333754,-0.004344219646505609,0.0031234554622777966
Location,CityID,540,4,0,35,0.0537459040134248,,-0.2299800808393488,grdm,synthetic/rel-avito_ref35/sample101,0.0537459040134248,,-0.2299800808393488,,-0.28372598485277356
UserInfo,UserAgentOSID,1499,7,0,32,0.7195585055503411,,0.5450280255760414,grdm,synthetic/rel-avito_ref35/sample102,0.7195585055503411,,0.5450280255760414,,-0.1745304799742997
PhoneRequestsStream,PhoneRequestDate,1026,1,13,0,-0.1652203801642819,-0.2820839672336406,,grdm,synthetic/rel-avito_ref35/sample102,-0.1652203801642819,-0.2820839672336406,,-0.1168635870693587,
SearchInfo,IPID,4000,2,16,0,-0.059064142080641,-0.079246492445703,,grdm,synthetic/rel-avito_ref35/sample102,-0.059064142080641,-0.079246492445703,,-0.020182350365062003,
PhoneRequestsStream,PhoneRequestDate,1741,1,13,0,-0.0958566054063754,-0.2329384677559778,,grdm,synthetic/rel-avito_ref35/sample103,-0.0958566054063754,-0.2329384677559778,,-0.1370818623496024,
SearchInfo,SearchDate,4000,2,16,16,-0.0819239451628524,-0.1331758019219779,0.0047017485322934,grdm,synthetic/rel-avito_ref35/sample103,-0.0819239451628524,-0.1331758019219779,0.0047017485322934,-0.0512518567591255,0.08662569369514579
Location,RegionID,410,4,0,35,0.0331440955279429,,-0.1192296397010779,grdm,synthetic/rel-avito_ref35/sample103,0.0331440955279429,,-0.1192296397010779,,-0.1523737352290208
AdsInfo,Price,4000,2,8,42,-0.0002634728219885,0.0540252145790349,0.0496182533527299,grdm,synthetic/rel-avito_ref35/sample104,-0.0002634728219885,0.0540252145790349,0.0496182533527299,0.0542886874010234,0.0498817261747184
SearchStream,SearchDate,1336,2,11,0,0.0043372142574518,0.9973668387992476,,grdm,synthetic/rel-avito_ref35/sample104,0.0043372142574518,0.9973668387992476,,0.9930296245417958,
PhoneRequestsStream,PhoneRequestDate,1333,1,13,0,-0.1096503916454092,-0.2198992818548766,,grdm,synthetic/rel-avito_ref35/sample104,-0.1096503916454092,-0.2198992818548766,,-0.11024889020946739,
SearchInfo,SearchDate,4000,2,16,16,-0.0730497993857632,-0.1106316203369865,0.041188981403067,grdm,synthetic/rel-avito_ref35/sample105,-0.0730497993857632,-0.1106316203369865,0.041188981403067,-0.037581820951223296,0.11423878078883021
AdsInfo,Price,4000,2,8,29,-0.2291379224895331,-3.449923249322522,-0.3275158528160935,grdm,synthetic/rel-avito_ref35/sample105,-0.2291379224895331,-1.0,-0.3275158528160935,-0.7708620775104669,-0.09837793032656042
Location,CityID,511,4,0,35,-0.0105237112224725,,-0.1232892696460907,grdm,synthetic/rel-avito_ref35/sample105,-0.0105237112224725,,-0.1232892696460907,,-0.1127655584236182
Location,CityID,375,4,0,35,0.0098174953628761,,-0.1269403795229873,grdm,synthetic/rel-avito_ref35/sample106,0.0098174953628761,,-0.1269403795229873,,-0.1367578748858634
Location,RegionID,375,4,0,35,-0.0166839646973164,,-0.141993767754968,grdm,synthetic/rel-avito_ref35/sample106,-0.0166839646973164,,-0.141993767754968,,-0.1253098030576516
AdsInfo,Price,4000,2,8,13,-0.1128686263451421,-14.892889648908522,-0.2299644389544417,grdm,synthetic/rel-avito_ref35/sample106,-0.1128686263451421,-1.0,-0.2299644389544417,-0.887131373654858,-0.11709581260929962
UserInfo,UserDeviceID,1982,7,0,32,0.0390945535383682,,0.1308256410345486,grdm,synthetic/rel-avito_ref35/sample107,0.0390945535383682,,0.1308256410345486,,0.0917310874961804
AdsInfo,Price,4000,2,8,29,-0.000855808486043,-0.0010105491866996,-0.0008021292996192,grdm,synthetic/rel-avito_ref35/sample107,-0.000855808486043,-0.0010105491866996,-0.0008021292996192,-0.0001547407006565999,5.367918642380006e-05
SearchStream,SearchDate,1006,2,11,0,-0.020843537570873,0.997854178927922,,grdm,synthetic/rel-avito_ref35/sample107,-0.020843537570873,0.997854178927922,,1.0186977164987951,
UserInfo,UserAgentOSID,2139,7,0,32,0.7238298946625119,,0.673279397135305,grdm,synthetic/rel-avito_ref35/sample108,0.7238298946625119,,0.673279397135305,,-0.05055049752720686
PhoneRequestsStream,IPID,880,1,13,0,-0.1100825870719874,-0.2836557384581009,,grdm,synthetic/rel-avito_ref35/sample108,-0.1100825870719874,-0.2836557384581009,,-0.17357315138611348,
UserInfo,UserDeviceID,2139,7,0,32,-0.1661751077747975,,-0.0665076611257515,grdm,synthetic/rel-avito_ref35/sample108,-0.1661751077747975,,-0.0665076611257515,,0.09966744664904599
UserInfo,UserAgentID,1741,7,0,32,0.111022548848406,,-0.1435360465004307,grdm,synthetic/rel-avito_ref35/sample109,0.111022548848406,,-0.1435360465004307,,-0.2545585953488367
SearchStream,SearchDate,635,2,11,0,-0.0183940760822842,0.9970823446990096,,grdm,synthetic/rel-avito_ref35/sample109,-0.0183940760822842,0.9970823446990096,,1.0154764207812939,
PhoneRequestsStream,IPID,890,1,13,0,-0.1246408530468026,-0.2354513608336932,,grdm,synthetic/rel-avito_ref35/sample109,-0.1246408530468026,-0.2354513608336932,,-0.1108105077868906,
VisitStream,IPID,4000,1,13,0,-0.0657600945905279,-0.1158231442327797,,grdm,synthetic/rel-avito_ref35/sample11,-0.0657600945905279,-0.1158231442327797,,-0.050063049642251806,
UserInfo,UserDeviceID,2357,7,0,45,0.136903494260596,,-0.0564365373448383,grdm,synthetic/rel-avito_ref35/sample11,0.136903494260596,,-0.0564365373448383,,-0.1933400316054343
UserInfo,UserAgentFamilyID,2357,7,0,45,0.6615011279806295,,0.5858841995400272,grdm,synthetic/rel-avito_ref35/sample11,0.6615011279806295,,0.5858841995400272,,-0.0756169284406023
UserInfo,UserAgentID,2556,7,0,32,0.0733782787416194,,-0.0771735360816203,grdm,synthetic/rel-avito_ref35/sample110,0.0733782787416194,,-0.0771735360816203,,-0.1505518148232397
VisitStream,ViewDate,4000,1,13,0,-0.0696385410097999,-0.153908497610796,,grdm,synthetic/rel-avito_ref35/sample110,-0.0696385410097999,-0.153908497610796,,-0.08426995660099611,
UserInfo,UserAgentOSID,2556,7,0,32,0.7120952216410229,,0.6801190279654523,grdm,synthetic/rel-avito_ref35/sample110,0.7120952216410229,,0.6801190279654523,,-0.031976193675570586
UserInfo,UserAgentFamilyID,1997,7,0,32,0.7107320527663925,,0.5917149061415689,grdm,synthetic/rel-avito_ref35/sample111,0.7107320527663925,,0.5917149061415689,,-0.11901714662482366
AdsInfo,Price,4000,2,8,29,-0.0067015092129283,-0.1283154212934938,-0.0234016415434743,grdm,synthetic/rel-avito_ref35/sample111,-0.0067015092129283,-0.1283154212934938,-0.0234016415434743,-0.1216139120805655,-0.016700132330546
VisitStream,IPID,3331,1,13,0,-0.0555700141252966,-0.1519827979217305,,grdm,synthetic/rel-avito_ref35/sample111,-0.0555700141252966,-0.1519827979217305,,-0.09641278379643389,
AdsInfo,Price,4000,2,8,29,-0.0362982424136983,-9.312298671559486,-0.0967544091106484,grdm,synthetic/rel-avito_ref35/sample112,-0.0362982424136983,-1.0,-0.0967544091106484,-0.9637017575863017,-0.06045616669695011
VisitStream,IPID,4000,1,13,0,-0.0658495689796145,-0.1175250200817652,,grdm,synthetic/rel-avito_ref35/sample112,-0.0658495689796145,-0.1175250200817652,,-0.0516754511021507,
UserInfo,UserAgentOSID,2230,7,0,32,0.7281016134048256,,0.606063662193133,grdm,synthetic/rel-avito_ref35/sample112,0.7281016134048256,,0.606063662193133,,-0.12203795121169259
SearchInfo,IPID,4000,2,16,16,-0.0478897034833061,-0.0986513325682252,-0.0642992052819406,grdm,synthetic/rel-avito_ref35/sample113,-0.0478897034833061,-0.0986513325682252,-0.0642992052819406,-0.050761629084919095,-0.016409501798634492
PhoneRequestsStream,PhoneRequestDate,1749,1,13,0,-0.0793583249759388,-0.17728180952598,,grdm,synthetic/rel-avito_ref35/sample113,-0.0793583249759388,-0.17728180952598,,-0.0979234845500412,
UserInfo,UserDeviceID,2752,7,0,45,-0.0397677886955838,,-0.1323578453158012,grdm,synthetic/rel-avito_ref35/sample113,-0.0397677886955838,,-0.1323578453158012,,-0.0925900566202174
UserInfo,UserDeviceID,1622,7,0,45,-0.0394426111634684,,-0.2504052401449428,grdm,synthetic/rel-avito_ref35/sample114,-0.0394426111634684,,-0.2504052401449428,,-0.21096262898147441
AdsInfo,Price,4000,2,8,42,-0.000833325391645,-0.0008300621432499,-0.0008365773945873,grdm,synthetic/rel-avito_ref35/sample114,-0.000833325391645,-0.0008300621432499,-0.0008365773945873,3.2632483950999387e-06,-3.2520029423000786e-06
PhoneRequestsStream,IPID,834,1,13,0,-0.0570290547781633,-0.3166292397229451,,grdm,synthetic/rel-avito_ref35/sample114,-0.0570290547781633,-0.3166292397229451,,-0.2596001849447818,
AdsInfo,Price,4000,2,8,29,-0.001555343114983,0.1242396425198432,-0.0704512094868274,grdm,synthetic/rel-avito_ref35/sample115,-0.001555343114983,0.1242396425198432,-0.0704512094868274,0.1257949856348262,-0.0688958663718444
VisitStream,IPID,4000,1,13,0,-0.0526728445628963,-0.1101245242552071,,grdm,synthetic/rel-avito_ref35/sample115,-0.0526728445628963,-0.1101245242552071,,-0.057451679692310804,
SearchInfo,SearchDate,4000,2,16,16,-0.0712078274983205,-0.0940298767568637,0.0324118411827497,grdm,synthetic/rel-avito_ref35/sample115,-0.0712078274983205,-0.0940298767568637,0.0324118411827497,-0.022822049258543198,0.1036196686810702
UserInfo,UserDeviceID,2395,7,0,32,0.1701862641442192,,0.007005145080244,grdm,synthetic/rel-avito_ref35/sample116,0.1701862641442192,,0.007005145080244,,-0.1631811190639752
UserInfo,UserAgentFamilyID,2395,7,0,32,0.7538488582526905,,0.6426665434238774,grdm,synthetic/rel-avito_ref35/sample116,0.7538488582526905,,0.6426665434238774,,-0.11118231482881313
Location,CityID,421,4,0,35,0.0023498734137625,,-0.0958438886153461,grdm,synthetic/rel-avito_ref35/sample116,0.0023498734137625,,-0.0958438886153461,,-0.0981937620291086
UserInfo,UserAgentOSID,1633,7,0,32,0.7334353844098591,,0.5947813149210868,grdm,synthetic/rel-avito_ref35/sample117,0.7334353844098591,,0.5947813149210868,,-0.13865406948877235
UserInfo,UserAgentFamilyID,1633,7,0,32,0.6143699221709484,,0.5230467770983033,grdm,synthetic/rel-avito_ref35/sample117,0.6143699221709484,,0.5230467770983033,,-0.09132314507264516
Location,RegionID,302,4,0,35,0.0185713856906822,,-0.2066885927243222,grdm,synthetic/rel-avito_ref35/sample117,0.0185713856906822,,-0.2066885927243222,,-0.2252599784150044
UserInfo,UserAgentFamilyID,2012,7,0,32,0.718296440002417,,0.5877875598910907,grdm,synthetic/rel-avito_ref35/sample118,0.718296440002417,,0.5877875598910907,,-0.13050888011132633
SearchStream,SearchDate,669,2,11,0,-0.0080562369809498,0.9977229582054234,,grdm,synthetic/rel-avito_ref35/sample118,-0.0080562369809498,0.9977229582054234,,1.0057791951863733,
UserInfo,UserAgentID,2012,7,0,32,0.0672053932357109,,-0.1228273833893505,grdm,synthetic/rel-avito_ref35/sample118,0.0672053932357109,,-0.1228273833893505,,-0.1900327766250614
UserInfo,UserAgentOSID,2440,7,0,45,0.7673232578320258,,0.6613641518245766,grdm,synthetic/rel-avito_ref35/sample119,0.7673232578320258,,0.6613641518245766,,-0.10595910600744918
Location,CityID,508,4,0,35,0.0655312196199893,,-0.1549454613551457,grdm,synthetic/rel-avito_ref35/sample119,0.0655312196199893,,-0.1549454613551457,,-0.220476680975135
UserInfo,UserDeviceID,2440,7,0,45,0.0512243502977329,,-0.0085987935721161,grdm,synthetic/rel-avito_ref35/sample119,0.0512243502977329,,-0.0085987935721161,,-0.059823143869849
UserInfo,UserDeviceID,2697,7,0,45,0.2117266673056723,,-0.1310064246603295,grdm,synthetic/rel-avito_ref35/sample12,0.2117266673056723,,-0.1310064246603295,,-0.34273309196600177
UserInfo,UserAgentID,2697,7,0,45,0.0795292991100748,,-0.0529634041937328,grdm,synthetic/rel-avito_ref35/sample12,0.0795292991100748,,-0.0529634041937328,,-0.13249270330380758
VisitStream,IPID,4000,1,13,0,-0.0624516223469302,-0.149338935184869,,grdm,synthetic/rel-avito_ref35/sample12,-0.0624516223469302,-0.149338935184869,,-0.0868873128379388,
Location,RegionID,494,4,0,35,0.0057910810948981,,-0.1119534494214655,grdm,synthetic/rel-avito_ref35/sample120,0.0057910810948981,,-0.1119534494214655,,-0.1177445305163636
UserInfo,UserAgentFamilyID,2422,7,0,32,0.7685040197538917,,0.6554952496688052,grdm,synthetic/rel-avito_ref35/sample120,0.7685040197538917,,0.6554952496688052,,-0.11300877008508647
AdsInfo,Price,4000,2,8,13,-1274.889211956639,-240563.079082568,-242535.65818472597,grdm,synthetic/rel-avito_ref35/sample120,-1.0,-1.0,-1.0,0.0,0.0
VisitStream,ViewDate,4000,1,13,0,-0.0749430013593204,-0.1299192112025156,,grdm,synthetic/rel-avito_ref35/sample121,-0.0749430013593204,-0.1299192112025156,,-0.05497620984319519,
UserInfo,UserAgentID,1753,7,0,45,0.0638072027186039,,-0.1528062695636067,grdm,synthetic/rel-avito_ref35/sample121,0.0638072027186039,,-0.1528062695636067,,-0.21661347228221062
VisitStream,IPID,4000,1,13,0,-0.0544072294356734,-0.1296398667777256,,grdm,synthetic/rel-avito_ref35/sample121,-0.0544072294356734,-0.1296398667777256,,-0.0752326373420522,
UserInfo,UserAgentFamilyID,2453,7,0,32,0.7561233415955613,,0.6125895576935334,grdm,synthetic/rel-avito_ref35/sample122,0.7561233415955613,,0.6125895576935334,,-0.14353378390202787
UserInfo,UserDeviceID,2453,7,0,32,-0.1184552854655973,,-0.1515155832617756,grdm,synthetic/rel-avito_ref35/sample122,-0.1184552854655973,,-0.1515155832617756,,-0.033060297796178306
SearchInfo,IPID,4000,2,16,0,-0.0588757591188382,-0.1024927170779792,,grdm,synthetic/rel-avito_ref35/sample122,-0.0588757591188382,-0.1024927170779792,,-0.043616957959141,
SearchStream,SearchDate,2445,2,11,0,-0.0075434108012075,0.9984976303128534,,grdm,synthetic/rel-avito_ref35/sample123,-0.0075434108012075,0.9984976303128534,,1.006041041114061,
SearchInfo,SearchDate,4000,2,16,16,-0.0621918655457163,-0.1444783319376468,0.0538730237580962,grdm,synthetic/rel-avito_ref35/sample123,-0.0621918655457163,-0.1444783319376468,0.0538730237580962,-0.08228646639193052,0.11606488930381251
VisitStream,ViewDate,4000,1,13,0,-0.0608661206038023,-0.0948175149603955,,grdm,synthetic/rel-avito_ref35/sample123,-0.0608661206038023,-0.0948175149603955,,-0.0339513943565932,
UserInfo,UserAgentFamilyID,2223,7,0,45,0.7456484536716241,,0.6600827004404901,grdm,synthetic/rel-avito_ref35/sample124,0.7456484536716241,,0.6600827004404901,,-0.08556575323113402
Location,CityID,508,4,0,35,0.033024100647496,,-0.3957118626515612,grdm,synthetic/rel-avito_ref35/sample124,0.033024100647496,,-0.3957118626515612,,-0.4287359632990572
PhoneRequestsStream,IPID,1836,1,13,0,-0.0524361354140705,-0.1661201430732555,,grdm,synthetic/rel-avito_ref35/sample124,-0.0524361354140705,-0.1661201430732555,,-0.11368400765918502,
SearchStream,SearchDate,1797,2,11,0,-0.0044394681924251,0.998044010752402,,grdm,synthetic/rel-avito_ref35/sample125,-0.0044394681924251,0.998044010752402,,1.0024834789448271,
VisitStream,IPID,4000,1,13,0,-0.0734187295065382,-0.0928234705449584,,grdm,synthetic/rel-avito_ref35/sample125,-0.0734187295065382,-0.0928234705449584,,-0.0194047410384202,
PhoneRequestsStream,IPID,2043,1,13,0,-0.0591493737750896,-0.136287325043485,,grdm,synthetic/rel-avito_ref35/sample125,-0.0591493737750896,-0.136287325043485,,-0.0771379512683954,
AdsInfo,Price,4000,2,8,29,-0.0172104819453133,0.1528965540325615,-0.526121608544587,grdm,synthetic/rel-avito_ref35/sample126,-0.0172104819453133,0.1528965540325615,-0.526121608544587,0.1701070359778748,-0.5089111265992737
UserInfo,UserAgentID,2216,7,0,32,0.1297471925683336,,-0.0836715165316128,grdm,synthetic/rel-avito_ref35/sample126,0.1297471925683336,,-0.0836715165316128,,-0.21341870909994642
SearchInfo,IPID,4000,2,16,16,-0.0740653623085683,-0.0807960807328949,-0.0662100161022658,grdm,synthetic/rel-avito_ref35/sample126,-0.0740653623085683,-0.0807960807328949,-0.0662100161022658,-0.006730718424326598,0.007855346206302502
SearchInfo,SearchDate,4000,2,16,0,-0.0798956924096181,-0.1369799230689468,,grdm,synthetic/rel-avito_ref35/sample127,-0.0798956924096181,-0.1369799230689468,,-0.0570842306593287,
SearchInfo,IPID,4000,2,16,0,-0.0379938875782215,-0.1096943556540115,,grdm,synthetic/rel-avito_ref35/sample127,-0.0379938875782215,-0.1096943556540115,,-0.07170046807579,
PhoneRequestsStream,IPID,1163,1,13,0,-0.1369289180527695,-0.2550997058597883,,grdm,synthetic/rel-avito_ref35/sample127,-0.1369289180527695,-0.2550997058597883,,-0.11817078780701881,
PhoneRequestsStream,IPID,2103,1,13,0,-0.0806115381343077,-0.2132407231907582,,grdm,synthetic/rel-avito_ref35/sample128,-0.0806115381343077,-0.2132407231907582,,-0.1326291850564505,
UserInfo,UserAgentOSID,2524,7,0,45,0.7439652603914413,,0.6268642487067573,grdm,synthetic/rel-avito_ref35/sample128,0.7439652603914413,,0.6268642487067573,,-0.11710101168468401
UserInfo,UserAgentFamilyID,2524,7,0,45,0.7402877986774061,,0.6150240180494259,grdm,synthetic/rel-avito_ref35/sample128,0.7402877986774061,,0.6150240180494259,,-0.12526378062798027
VisitStream,IPID,4000,1,13,0,-0.0515206715396185,-0.1027294591552032,,grdm,synthetic/rel-avito_ref35/sample129,-0.0515206715396185,-0.1027294591552032,,-0.05120878761558471,
PhoneRequestsStream,PhoneRequestDate,1074,1,13,0,-0.0639545275622395,-0.2545730626781892,,grdm,synthetic/rel-avito_ref35/sample129,-0.0639545275622395,-0.2545730626781892,,-0.19061853511594967,
VisitStream,ViewDate,4000,1,13,0,-0.0292234131053088,-0.158184558035354,,grdm,synthetic/rel-avito_ref35/sample129,-0.0292234131053088,-0.158184558035354,,-0.1289611449300452,
PhoneRequestsStream,IPID,1839,1,13,0,-0.1086435080898748,-0.2497842935974998,,grdm,synthetic/rel-avito_ref35/sample13,-0.1086435080898748,-0.2497842935974998,,-0.141140785507625,
UserInfo,UserAgentFamilyID,2394,7,0,45,0.6881794737842031,,0.6219217330420057,grdm,synthetic/rel-avito_ref35/sample13,0.6881794737842031,,0.6219217330420057,,-0.06625774074219737
SearchInfo,SearchDate,4000,2,16,16,-0.0764399244068125,-0.138039977495834,0.0562719874691658,grdm,synthetic/rel-avito_ref35/sample13,-0.0764399244068125,-0.138039977495834,0.0562719874691658,-0.061600053089021486,0.1327119118759783
PhoneRequestsStream,IPID,1860,1,13,0,-0.1034726271341426,-0.2419776450733646,,grdm,synthetic/rel-avito_ref35/sample130,-0.1034726271341426,-0.2419776450733646,,-0.138505017939222,
AdsInfo,Price,4000,2,8,26,-0.0004438728105851,0.0094699758376041,-0.0049346324051735,grdm,synthetic/rel-avito_ref35/sample130,-0.0004438728105851,0.0094699758376041,-0.0049346324051735,0.0099138486481892,-0.0044907595945884
Location,CityID,578,4,0,35,0.0083472005655087,,-0.2146203490489131,grdm,synthetic/rel-avito_ref35/sample130,0.0083472005655087,,-0.2146203490489131,,-0.2229675496144218
SearchInfo,SearchDate,4000,2,16,16,-0.0312209689793609,-0.1007590144993293,0.0822101914036615,grdm,synthetic/rel-avito_ref35/sample131,-0.0312209689793609,-0.1007590144993293,0.0822101914036615,-0.0695380455199684,0.1134311603830224
Location,RegionID,495,4,0,35,0.0157676912202047,,-0.2090333679266431,grdm,synthetic/rel-avito_ref35/sample131,0.0157676912202047,,-0.2090333679266431,,-0.22480105914684778
VisitStream,ViewDate,4000,1,13,0,-0.0348728921619587,-0.1547437756502749,,grdm,synthetic/rel-avito_ref35/sample131,-0.0348728921619587,-0.1547437756502749,,-0.11987088348831619,
UserInfo,UserAgentOSID,2162,7,0,45,0.7273335318081855,,0.6608411999412614,grdm,synthetic/rel-avito_ref35/sample132,0.7273335318081855,,0.6608411999412614,,-0.06649233186692405
UserInfo,UserAgentID,2162,7,0,45,0.0965087182562027,,-0.0658212303438046,grdm,synthetic/rel-avito_ref35/sample132,0.0965087182562027,,-0.0658212303438046,,-0.16232994860000732
UserInfo,UserDeviceID,2162,7,0,45,0.1317810455518099,,0.0271772910624833,grdm,synthetic/rel-avito_ref35/sample132,0.1317810455518099,,0.0271772910624833,,-0.10460375448932659
UserInfo,UserAgentOSID,2519,7,0,45,0.8541292897673342,,0.7937283095342571,grdm,synthetic/rel-avito_ref35/sample133,0.8541292897673342,,0.7937283095342571,,-0.06040098023307705
VisitStream,IPID,4000,1,13,0,-0.0626908940719128,-0.1268182252737439,,grdm,synthetic/rel-avito_ref35/sample133,-0.0626908940719128,-0.1268182252737439,,-0.06412733120183109,
UserInfo,UserAgentFamilyID,2519,7,0,45,0.7599442726642655,,0.6397272665075404,grdm,synthetic/rel-avito_ref35/sample133,0.7599442726642655,,0.6397272665075404,,-0.12021700615672504
